300X2,300X3,300X4,300X6,300X7,300X9,300X10,300X13,300X14,300X20
20170725055329.0,20170725055258.0,20170725055344.0,20170725055258.0,20170725055154.0,20170725055105.0,20170725055045.0,20170725055154.0,20170725055105.0,20170725054736.0
20170727201607.0,20170727201535.0,NA,20170727201535.0,20170727201503.0,20170727201414.0,20170727201354.0,20170727201503.0,20170727201414.0,NA
20170727201342.0,20170727201311.0,20170727201357.0,20170727201311.0,20170727201236.0,20170727201147.0,20170727201127.0,20170727201236.0,20170727201147.0,20170727200454.0
NA,20170727201939.0,20170727202044.0,20170727201939.0,20170727201906.0,20170727201817.0,NA,20170727201906.0,20170727201817.0,20170727201051.0
20170727003822.0,20170727003750.0,20170727003854.0,20170727003750.0,20170727003718.0,NA,20170727003609.0,20170727003718.0,NA,20170727002913.0
20170727003557.0,20170727003526.0,20170727003612.0,20170727003526.0,NA,20170727003356.0,20170727003337.0,20170727003445.0,20170727003356.0,20170727002717.0
20170727004209.0,20170727004138.0,NA,20170727004138.0,20170727004105.0,20170727004016.0,20170727003957.0,20170727004105.0,20170727004016.0,NA
20170730105939.0,NA,NA,20170730105907.0,20170730105835.0,20170730105746.0,20170730105727.0,20170730105835.0,20170730105746.0,20170730105023.0
20170730110348.0,20170730110316.0,NA,20170730110316.0,20170730110244.0,20170730110155.0,20170730110136.0,20170730110244.0,20170730110155.0,20170730105421.0
20170726211547.0,20170726211516.0,NA,20170726211516.0,20170726211444.0,20170726211354.0,20170726211335.0,20170726211444.0,20170726211354.0,20170726211036.0
20170726220009.0,20170726215937.0,20170726220023.0,20170726215937.0,20170726215845.0,20170726215756.0,20170726215737.0,20170726215845.0,20170726215756.0,20170726215114.0
20170726223125.0,20170726223053.0,20170726223139.0,20170726223053.0,20170726223007.0,20170726222918.0,20170726222858.0,20170726223007.0,20170726222918.0,20170726222238.0
20170726011659.0,20170726011628.0,20170726011733.0,20170726011628.0,20170726011556.0,20170726011507.0,20170726011447.0,20170726011556.0,20170726011507.0,20170726010736.0
20170726024711.0,20170726024639.0,20170726024743.0,20170726024639.0,20170726024607.0,20170726024518.0,20170726024458.0,20170726024607.0,20170726024518.0,20170726024200.0
20170726223736.0,20170726223704.0,20170726223826.0,20170726223704.0,20170726223632.0,20170726223543.0,20170726223524.0,20170726223632.0,20170726223543.0,20170726222821.0
20170726033111.0,20170726033039.0,NA,20170726033039.0,NA,20170726032903.0,20170726032843.0,NA,20170726032903.0,20170726032225.0
20170727215715.0,20170727215644.0,20170727215755.0,20170727215644.0,20170727215612.0,20170727215522.0,20170727215503.0,20170727215612.0,20170727215522.0,20170727214754.0
20170727215451.0,20170727215419.0,20170727215505.0,20170727215419.0,20170727215343.0,20170727215254.0,20170727215234.0,20170727215343.0,20170727215254.0,20170727214557.0
20170727220110.0,20170727220039.0,20170727220144.0,20170727220039.0,20170727220006.0,20170727215917.0,20170727215858.0,20170727220006.0,20170727215917.0,20170727215158.0
20170726093103.0,20170726093031.0,20170726093134.0,20170726093031.0,20170726092959.0,20170726092910.0,20170726092850.0,20170726092959.0,20170726092910.0,20170726092153.0
20170726225715.0,20170726225643.0,NA,20170726225643.0,20170726225611.0,20170726225522.0,20170726225502.0,20170726225611.0,20170726225522.0,20170726224753.0
20170726101356.0,20170726101324.0,20170726101410.0,20170726101324.0,20170726101252.0,20170726101203.0,20170726101143.0,20170726101252.0,20170726101203.0,20170726100627.0
20170726234135.0,20170726234104.0,20170726234150.0,20170726234104.0,20170726234009.0,NA,20170726233901.0,20170726234009.0,NA,20170726233239.0
20170727124816.0,20170727124744.0,20170727124830.0,20170727124744.0,20170727124707.0,20170727124618.0,20170727124559.0,20170727124707.0,20170727124618.0,20170727123927.0
20170729004417.0,20170729004345.0,20170729004457.0,20170729004345.0,20170729004313.0,20170729004224.0,NA,20170729004313.0,20170729004224.0,20170729003456.0
20170729012837.0,20170729012805.0,20170729012851.0,20170729012805.0,20170729012730.0,20170729012641.0,20170729012622.0,20170729012730.0,20170729012641.0,20170729011943.0
20170729013502.0,20170729013430.0,20170729013533.0,20170729013430.0,20170729013358.0,20170729013309.0,20170729013249.0,20170729013358.0,20170729013309.0,20170729012545.0
20170729013237.0,20170729013206.0,20170729013252.0,20170729013206.0,20170729013116.0,20170729013027.0,20170729013008.0,20170729013116.0,20170729013027.0,20170729012349.0
20170729013847.0,20170729013816.0,NA,20170729013816.0,NA,20170729013655.0,20170729013635.0,20170729013744.0,20170729013655.0,20170729012931.0
20170801200930.0,20170801200858.0,20170801201007.0,20170801200858.0,20170801200826.0,20170801200737.0,20170801200717.0,20170801200826.0,20170801200737.0,20170801200419.0
20170801200811.0,20170801200739.0,20170801200826.0,20170801200739.0,20170801200707.0,20170801200618.0,20170801200559.0,20170801200707.0,20170801200618.0,20170801200346.0
20170801201321.0,20170801201250.0,20170801201355.0,20170801201250.0,NA,20170801201129.0,20170801201109.0,20170801201218.0,20170801201129.0,20170801200609.0
20170727000722.0,20170727000651.0,20170727000754.0,20170727000651.0,20170727000618.0,NA,20170727000510.0,20170727000618.0,NA,20170726235808.0
20170731175309.0,20170731175238.0,NA,20170731175238.0,20170731175205.0,20170731175116.0,20170731175057.0,20170731175205.0,20170731175116.0,20170731174758.0
20170731175150.0,20170731175119.0,20170731175205.0,20170731175119.0,NA,20170731174957.0,20170731174938.0,NA,20170731174957.0,20170731174726.0
20170731175655.0,20170731175624.0,20170731175728.0,20170731175624.0,20170731175551.0,20170731175502.0,20170731175443.0,20170731175551.0,20170731175502.0,20170731174944.0
20170726024552.0,20170726024521.0,NA,20170726024521.0,20170726024448.0,20170726024359.0,20170726024340.0,20170726024448.0,20170726024359.0,20170726024127.0
20170726060850.0,20170726060818.0,NA,20170726060818.0,20170726060746.0,20170726060657.0,20170726060637.0,20170726060746.0,20170726060657.0,20170726055937.0
20170726063211.0,20170726063140.0,NA,20170726063140.0,20170726063107.0,20170726063018.0,20170726062959.0,20170726063107.0,20170726063018.0,20170726062253.0
20170726062947.0,NA,20170726062856.0,20170726062915.0,20170726062824.0,20170726062735.0,20170726062715.0,20170726062824.0,20170726062735.0,20170726062057.0
20170726065302.0,20170726065231.0,20170726065316.0,20170726065231.0,20170726065144.0,20170726065055.0,20170726065036.0,20170726065144.0,20170726065055.0,20170726064414.0
20170729081954.0,20170729081923.0,NA,20170729081923.0,20170729081850.0,20170729081801.0,20170729081741.0,20170729081850.0,20170729081801.0,20170729081037.0
20170724232023.0,20170724231951.0,20170724232038.0,20170724231951.0,20170724231919.0,20170724231830.0,20170724231810.0,20170724231919.0,20170724231830.0,20170724231406.0
20170725201228.0,20170725201157.0,20170725201259.0,20170725201157.0,20170725201124.0,20170725201036.0,20170725201016.0,20170725201124.0,20170725201036.0,20170725200308.0
20170725205642.0,20170725205610.0,20170725205657.0,20170725205610.0,20170725205516.0,20170725205427.0,20170725205407.0,20170725205516.0,20170725205427.0,20170725204747.0
NA,20170731175359.0,20170731175445.0,20170731175359.0,NA,20170731175235.0,20170731175216.0,NA,20170731175235.0,20170731174912.0
20170731180936.0,20170731180904.0,20170731180950.0,20170731180904.0,20170731180829.0,20170731180740.0,20170731180721.0,20170731180829.0,20170731180740.0,20170731180101.0
20170731181320.0,20170731181249.0,20170731181335.0,20170731181249.0,20170731181215.0,20170731181126.0,20170731181107.0,20170731181215.0,20170731181126.0,20170731180448.0
20170731183207.0,20170731183135.0,20170731183222.0,20170731183135.0,20170731183103.0,20170731183014.0,20170731182954.0,20170731183103.0,20170731183014.0,20170731182335.0
20170731183451.0,20170731183419.0,20170731183505.0,20170731183419.0,20170731183347.0,NA,20170731183239.0,20170731183347.0,NA,20170731182722.0
20170725012328.0,20170725012256.0,20170725012343.0,20170725012256.0,20170725012151.0,20170725012102.0,20170725012043.0,20170725012151.0,20170725012102.0,20170725011649.0
20170802202101.0,20170802202029.0,20170802201957.0,20170802202029.0,20170802201957.0,20170802201908.0,20170802201848.0,20170802201957.0,20170802201908.0,20170802201550.0
20170802201942.0,20170802201910.0,NA,20170802201910.0,20170802201838.0,20170802201749.0,20170802201729.0,20170802201838.0,20170802201749.0,20170802201517.0
20170802202447.0,20170802202416.0,20170802202520.0,20170802202416.0,20170802202344.0,20170802202254.0,20170802202235.0,20170802202344.0,20170802202254.0,20170802201736.0
20170726140758.0,20170726140727.0,NA,20170726140727.0,20170726140654.0,20170726140605.0,20170726140546.0,20170726140654.0,20170726140605.0,20170726135836.0
NA,20170726145017.0,20170726145103.0,20170726145017.0,20170726144944.0,20170726144855.0,20170726144836.0,20170726144944.0,20170726144855.0,20170726144318.0
NA,20170726062127.0,20170726062213.0,20170726062127.0,20170726062043.0,20170726061954.0,20170726061934.0,20170726062043.0,20170726061954.0,20170726061317.0
20170724205936.0,20170724205904.0,20170724205951.0,20170724205904.0,20170724205832.0,20170724205743.0,20170724205723.0,20170724205832.0,20170724205743.0,20170724191702.0
20170726062544.0,20170726062513.0,20170726062559.0,20170726062513.0,20170726062438.0,20170726062349.0,20170726062330.0,20170726062438.0,20170726062349.0,20170726061702.0
20170726063728.0,20170726063656.0,20170726063742.0,20170726063656.0,20170726063612.0,20170726063523.0,20170726063503.0,20170726063612.0,20170726063523.0,20170726062845.0
20170724212953.0,20170724212922.0,20170724213110.0,20170724212922.0,20170724212849.0,20170724212800.0,20170724212740.0,20170724212849.0,20170724212800.0,20170724212423.0
20170726064904.0,20170726064833.0,20170726064919.0,20170726064833.0,20170726064755.0,20170726064706.0,20170726064646.0,20170726064755.0,20170726064706.0,20170726064012.0
NA,20170726065455.0,20170726065601.0,20170726065455.0,20170726065423.0,20170726065333.0,20170726065314.0,20170726065423.0,20170726065333.0,20170726064610.0
20170726075001.0,20170726074929.0,NA,20170726074929.0,NA,20170726074808.0,20170726074748.0,20170726074857.0,20170726074808.0,20170726074040.0
20170726083421.0,20170726083349.0,20170726083435.0,20170726083349.0,20170726083255.0,20170726083206.0,20170726083147.0,20170726083255.0,20170726083206.0,20170726082527.0
20170727140102.0,20170727140030.0,20170727140146.0,20170727140030.0,20170727135958.0,20170727135909.0,20170727135850.0,20170727135958.0,20170727135909.0,20170727135138.0
20170727144512.0,20170727144440.0,20170727144526.0,20170727144440.0,20170727144406.0,20170727144317.0,20170727144257.0,20170727144406.0,20170727144317.0,20170727143624.0
20170725192152.0,20170725192121.0,NA,20170725192121.0,20170725192048.0,20170725191959.0,20170725191940.0,20170725192048.0,20170725191959.0,20170725191240.0
20170726125001.0,20170726124930.0,20170726125016.0,20170726124930.0,20170726124858.0,20170726124809.0,20170726124749.0,20170726124858.0,20170726124809.0,20170726124318.0
20170802005233.0,20170802005202.0,20170802005306.0,20170802005202.0,20170802005130.0,20170802005041.0,20170802005021.0,20170802005130.0,20170802005041.0,20170802004723.0
20170802005115.0,20170802005043.0,20170802005129.0,20170802005043.0,20170802005011.0,20170802004922.0,20170802004902.0,20170802005011.0,20170802004922.0,20170802004650.0
20170802005621.0,20170802005549.0,20170802005652.0,20170802005549.0,20170802005517.0,20170802005428.0,20170802005408.0,20170802005517.0,20170802005428.0,20170802004909.0
20170802100855.0,20170802100824.0,20170802100910.0,20170802100824.0,20170802100752.0,20170802100703.0,20170802100643.0,20170802100752.0,20170802100703.0,20170802100127.0
20170802205227.0,20170802205156.0,20170802205242.0,20170802205156.0,20170802205121.0,20170802205032.0,20170802205012.0,20170802205121.0,20170802205032.0,20170802204354.0
20170802205839.0,NA,20170802205914.0,20170802205808.0,20170802205736.0,20170802205647.0,20170802205627.0,20170802205736.0,20170802205647.0,20170802204936.0
20170802030512.0,20170802030441.0,NA,20170802030441.0,20170802030408.0,20170802030319.0,20170802030259.0,20170802030408.0,20170802030319.0,20170802030001.0
20170802210228.0,20170802210157.0,20170802210303.0,20170802210157.0,20170802210125.0,20170802210036.0,20170802210016.0,20170802210125.0,20170802210036.0,20170802205322.0
20170802210004.0,20170802205933.0,NA,20170802205933.0,20170802205855.0,NA,20170802205746.0,20170802205855.0,NA,20170802205126.0
20170802030353.0,20170802030321.0,20170802030408.0,20170802030321.0,NA,20170802030200.0,20170802030141.0,NA,20170802030200.0,20170802025928.0
20170802030901.0,NA,NA,NA,20170802030758.0,20170802030709.0,20170802030649.0,20170802030758.0,20170802030709.0,20170802030149.0
20170726131725.0,20170726131653.0,20170726131802.0,20170726131653.0,20170726131621.0,20170726131532.0,20170726131512.0,20170726131621.0,20170726131532.0,20170726131214.0
NA,20170726140115.0,20170726140201.0,20170726140115.0,20170726140021.0,20170726135932.0,20170726135913.0,20170726140021.0,20170726135932.0,20170726135254.0
20170729031609.0,20170729031538.0,20170729031642.0,20170729031538.0,20170729031505.0,20170729031417.0,20170729031357.0,20170729031505.0,20170729031417.0,20170729030647.0
20170729040031.0,20170729040000.0,20170729035941.0,20170729040000.0,20170729035905.0,20170729035816.0,20170729035756.0,20170729035905.0,20170729035816.0,20170729035137.0
20170726084033.0,20170726084001.0,NA,20170726084001.0,20170726083929.0,20170726083840.0,20170726083821.0,20170726083929.0,20170726083840.0,NA
NA,20170726092413.0,20170726092459.0,20170726092413.0,20170726092338.0,20170726092249.0,20170726092230.0,20170726092338.0,20170726092249.0,20170726091554.0
20170727012856.0,20170727012825.0,20170727012946.0,20170727012825.0,20170727012753.0,20170727012704.0,20170727012644.0,20170727012753.0,20170727012704.0,20170727011938.0
20170727021206.0,20170727021134.0,NA,20170727021134.0,NA,20170727021000.0,20170727020940.0,20170727021049.0,20170727021000.0,20170727020424.0
20170730173757.0,20170730173726.0,20170730173707.0,20170730173726.0,20170730173639.0,20170730173550.0,20170730173530.0,20170730173639.0,20170730173550.0,20170730172912.0
20170727162509.0,20170727162438.0,20170727162524.0,20170727162438.0,20170727162347.0,20170727162258.0,20170727162238.0,20170727162347.0,20170727162258.0,20170727161618.0
20170726064338.0,20170726064306.0,20170726064425.0,20170726064306.0,20170726064234.0,20170726064145.0,20170726064126.0,20170726064234.0,20170726064145.0,20170726063427.0
20170726064515.0,20170726064444.0,20170726064530.0,20170726064444.0,20170726064353.0,20170726064304.0,20170726064245.0,20170726064353.0,20170726064304.0,20170726063626.0
NA,20170727065503.0,20170727065624.0,20170727065503.0,20170727065430.0,20170727065341.0,NA,20170727065430.0,20170727065341.0,20170727064618.0
20170727073845.0,NA,20170727073859.0,20170727073813.0,20170727073733.0,20170727073644.0,20170727073624.0,20170727073733.0,20170727073644.0,20170727073106.0
20170730134812.0,20170730134741.0,20170730134827.0,20170730134741.0,20170730134706.0,20170730134617.0,20170730134557.0,20170730134706.0,20170730134617.0,20170730133930.0
20170730144104.0,20170730144032.0,NA,20170730144032.0,20170730144000.0,20170730143911.0,20170730143851.0,20170730144000.0,20170730143911.0,20170730143144.0
20170724213536.0,20170724213505.0,20170724213551.0,20170724213505.0,20170724213400.0,20170724213311.0,20170724213252.0,20170724213400.0,20170724213311.0,20170724212724.0
20170727012245.0,20170727012213.0,20170727012259.0,20170727012213.0,20170727012123.0,20170727012034.0,20170727012015.0,20170727012123.0,20170727012034.0,20170727011355.0
20170724221639.0,20170724221608.0,20170724221806.0,20170724221608.0,20170724221535.0,20170724221446.0,20170724221352.0,20170724221535.0,20170724221446.0,20170724220925.0
20170728225519.0,20170728225447.0,NA,20170728225447.0,20170728225415.0,20170728225326.0,20170728225307.0,20170728225415.0,20170728225326.0,20170728224554.0
20170728233936.0,20170728233905.0,20170728233951.0,20170728233905.0,20170728233827.0,20170728233738.0,20170728233719.0,20170728233827.0,20170728233738.0,20170728233042.0
20170802115855.0,20170802115824.0,NA,20170802115824.0,20170802115752.0,20170802115703.0,20170802115643.0,20170802115752.0,20170802115703.0,20170802114954.0
20170802115631.0,20170802115600.0,20170802115646.0,20170802115600.0,20170802115524.0,20170802115435.0,20170802115415.0,20170802115524.0,20170802115435.0,20170802114757.0
20170729054748.0,NA,20170729054538.0,NA,20170729054644.0,NA,20170729054535.0,20170729054644.0,NA,20170729053834.0
NA,20170802120209.0,NA,20170802120209.0,20170802120137.0,20170802120048.0,20170802120028.0,20170802120137.0,20170802120048.0,20170802115339.0
NA,NA,20170729063118.0,20170729063137.0,20170729063103.0,20170729063014.0,20170729062954.0,20170729063103.0,20170729063014.0,20170729062323.0
20170729022528.0,20170729022457.0,20170729022617.0,20170729022457.0,20170729022425.0,20170729022335.0,20170729022316.0,20170729022425.0,20170729022335.0,20170729021616.0
NA,20170729030908.0,20170729030849.0,20170729030908.0,20170729030832.0,20170729030743.0,20170729030723.0,20170729030832.0,20170729030743.0,20170729030056.0
NA,NA,20170727112937.0,20170727112834.0,20170727112802.0,20170727112713.0,20170727112653.0,20170727112802.0,20170727112713.0,20170727112354.0
20170727210019.0,20170727205948.0,20170727210034.0,20170727205948.0,20170727205913.0,NA,20170727205805.0,20170727205913.0,NA,20170727205133.0
20170727121314.0,20170727121243.0,NA,20170727121243.0,20170727121159.0,20170727121110.0,20170727121050.0,20170727121159.0,20170727121110.0,20170727120428.0
20170726051812.0,20170726051741.0,20170726051850.0,20170726051741.0,20170726051709.0,20170726051620.0,20170726051600.0,20170726051709.0,20170726051620.0,20170726050852.0
20170726060227.0,20170726060156.0,20170726060242.0,20170726060156.0,20170726060122.0,20170726060033.0,20170726060013.0,20170726060122.0,20170726060033.0,20170726055335.0
20170726131852.0,20170726131821.0,20170726131907.0,20170726131821.0,20170726131740.0,20170726131651.0,20170726131631.0,20170726131740.0,20170726131651.0,20170726131332.0
20170730221702.0,20170730221630.0,20170730221733.0,20170730221630.0,20170730221558.0,NA,20170730221449.0,20170730221558.0,NA,20170730220756.0
20170727142556.0,20170727142525.0,20170727142611.0,20170727142525.0,20170727142432.0,20170727142343.0,NA,NA,20170727142343.0,20170727141704.0
20170730225948.0,20170730225917.0,20170730230003.0,20170730225917.0,20170730225841.0,20170730225751.0,20170730225732.0,20170730225841.0,20170730225751.0,20170730225113.0
20170727143207.0,20170727143136.0,NA,20170727143136.0,20170727143103.0,20170727143014.0,20170727142955.0,20170727143103.0,20170727143014.0,20170727142247.0
20170802235954.0,NA,20170803000025.0,NA,20170802235850.0,20170802235801.0,NA,20170802235850.0,20170802235801.0,20170802235050.0
20170727131023.0,20170727130951.0,20170727131057.0,20170727130951.0,20170727130919.0,20170727130830.0,20170727130811.0,20170727130919.0,20170727130830.0,20170727130101.0
20170727135450.0,20170727135418.0,20170727135504.0,20170727135418.0,20170727135323.0,20170727135234.0,20170727135214.0,20170727135323.0,20170727135234.0,20170727134555.0
20170729045720.0,20170729045649.0,20170729045753.0,20170729045649.0,20170729045616.0,20170729045527.0,20170729045508.0,20170729045616.0,20170729045527.0,20170729044804.0
20170729045456.0,20170729045424.0,20170729045510.0,20170729045424.0,20170729045337.0,20170729045247.0,20170729045228.0,20170729045337.0,20170729045247.0,20170729044608.0
20170729050108.0,20170729050036.0,NA,20170729050036.0,20170729050004.0,20170729045915.0,20170729045855.0,20170729050004.0,20170729045915.0,20170729045152.0
20170728215823.0,20170728215751.0,NA,20170728215751.0,20170728215716.0,20170728215627.0,20170728215607.0,20170728215716.0,20170728215627.0,20170728214940.0
20170727224129.0,20170727224057.0,20170727224143.0,20170727224057.0,20170727224020.0,20170727223931.0,20170727223911.0,20170727224020.0,20170727223931.0,20170727223235.0
20170804172001.0,20170804171930.0,NA,20170804171930.0,20170804171857.0,20170804171808.0,20170804171749.0,20170804171857.0,20170804171808.0,20170804171450.0
20170804171842.0,20170804171811.0,20170804171857.0,20170804171811.0,20170804171738.0,20170804171649.0,20170804171630.0,20170804171738.0,20170804171649.0,20170804171418.0
20170729183703.0,20170729183632.0,NA,20170729183632.0,20170729183600.0,20170729183511.0,20170729183451.0,20170729183600.0,20170729183511.0,20170729183152.0
20170804174704.0,NA,NA,NA,20170804174601.0,20170804174512.0,20170804174452.0,20170804174601.0,20170804174512.0,20170804173740.0
20170804174440.0,20170804174409.0,20170804174455.0,20170804174409.0,20170804174333.0,NA,20170804174224.0,20170804174333.0,NA,20170804173544.0
20170729191935.0,NA,20170729191835.0,20170729191904.0,20170729191832.0,20170729191743.0,20170729191723.0,20170729191832.0,20170729191743.0,20170729191207.0
20170804180528.0,20170804180457.0,20170804180548.0,20170804180457.0,NA,20170804180335.0,20170804180316.0,NA,20170804180335.0,20170804175728.0
20170806131437.0,20170806131406.0,20170806131452.0,20170806131406.0,20170806131330.0,20170806131241.0,20170806131221.0,20170806131330.0,20170806131241.0,20170806130543.0
20170804180303.0,20170804180232.0,20170804180318.0,20170804180232.0,20170804180158.0,20170804180109.0,20170804180049.0,20170804180158.0,20170804180109.0,20170804175533.0
20170806132057.0,20170806132025.0,20170806132130.0,20170806132025.0,20170806131953.0,20170806131904.0,20170806131845.0,20170806131953.0,20170806131904.0,20170806131144.0
20170731045011.0,20170731044939.0,20170731045044.0,20170731044939.0,20170731044907.0,NA,20170731044758.0,NA,NA,20170731044106.0
20170806131832.0,20170806131801.0,20170806131847.0,20170806131801.0,20170806131717.0,20170806131628.0,NA,20170806131717.0,20170806131628.0,20170806130949.0
20170806134020.0,20170806133949.0,20170806134112.0,20170806133949.0,20170806133916.0,20170806133827.0,20170806133808.0,20170806133916.0,20170806133827.0,20170806133103.0
20170806133756.0,NA,20170806133810.0,NA,20170806133649.0,20170806133600.0,20170806133540.0,20170806133649.0,20170806133600.0,20170806132907.0
20170801205848.0,NA,20170801205922.0,NA,20170801205745.0,20170801205655.0,20170801205636.0,20170801205745.0,NA,20170801204945.0
20170801205624.0,20170801205552.0,20170801205638.0,20170801205552.0,20170801205517.0,20170801205428.0,20170801205408.0,20170801205517.0,20170801205428.0,20170801204749.0
20170801210236.0,20170801210205.0,20170801210308.0,20170801210205.0,20170801210133.0,20170801210043.0,20170801210024.0,20170801210133.0,20170801210043.0,20170801205332.0
20170801212128.0,20170801212057.0,20170801212200.0,20170801212057.0,20170801212025.0,20170801211936.0,20170801211916.0,20170801212025.0,20170801211936.0,20170801211226.0
20170801211904.0,20170801211833.0,20170801211919.0,20170801211833.0,20170801211757.0,20170801211708.0,20170801211649.0,20170801211757.0,20170801211708.0,20170801211030.0
20170801212515.0,20170801212443.0,20170801212547.0,20170801212443.0,20170801212411.0,20170801212322.0,20170801212303.0,20170801212411.0,20170801212322.0,20170801211612.0
20170801213758.0,20170801213726.0,20170801213813.0,20170801213726.0,NA,20170801213601.0,20170801213541.0,NA,20170801213601.0,20170801212922.0
20170801214408.0,20170801214337.0,20170801214440.0,20170801214337.0,20170801214304.0,20170801214215.0,20170801214156.0,20170801214304.0,20170801214215.0,20170801213505.0
20170801214144.0,20170801214112.0,20170801214158.0,20170801214112.0,20170801214038.0,20170801213949.0,20170801213929.0,20170801214038.0,20170801213949.0,20170801213309.0
20170806140351.0,20170806140319.0,20170806140141.0,20170806140319.0,20170806140247.0,20170806140158.0,20170806140139.0,20170806140247.0,20170806140158.0,20170806135428.0
20170806140126.0,20170806140055.0,20170806140036.0,20170806140055.0,20170806140020.0,20170806135931.0,20170806135911.0,20170806140020.0,20170806135931.0,20170806135232.0
20170806140753.0,20170806140722.0,NA,20170806140722.0,20170806140650.0,20170806140601.0,20170806140541.0,20170806140650.0,20170806140601.0,20170806135835.0
